household_id,district,province,urbanization_level,members_in_house,roofless_persons,roof_persons,income_lkr,computers_owned,dialog_subscriptions,slt_subscriptions,hutch_subscriptions,other_subscriptions,smartphone_count,electricity_available,has_4g_coverage,has_fiber_coverage,downlink_speed_mbps,uplink_speed_mbps,avg_monthly_broadband_bill_lkr,dialog_sentiment,slt_sentiment,hutch_sentiment,overall_bb_satisfaction_score,digital_literacy_score,ecommerce_usage_score,starlink_awareness,starlink_sentiment_score,starlink_prob_proxy,starlink_proxy_adoption
HH0000133,Gampaha,Western,Urban,7,0,7,197599.41,0,8,1,1,0,11,1,1,1,22.3,8.6,3930.97,0.287,0.311,0.328,0.309,0.84,0.33,0,0.327,0.0833,No
HH0000134,Kandy,Central,Semi-Urban,1,0,1,201256.04,0,2,0,0,0,1,1,0,1,20.9,8.4,2249.7,-0.018,0.197,-0.178,0.0,0.69,0.38,0,0.028,0.0029,No
HH0000135,Ratnapura,Sabaragamuwa,Rural,1,0,1,139494.98,0,2,0,1,0,2,1,1,0,17.5,6.5,2475.67,-0.001,-0.143,0.386,0.081,0.72,0.16,0,0.176,0.0306,No
HH0000136,Kandy,Central,Semi-Urban,3,0,3,233436.87,0,3,4,0,0,2,1,1,0,25.0,8.7,1245.44,-0.018,0.197,-0.178,0.0,0.51,0.14,1,0.028,0.0,No
HH0000137,Hambantota,Southern,Rural,2,0,2,115925.74,0,4,2,1,0,1,1,1,0,9.4,4.2,2037.78,0.166,-0.112,0.131,0.062,0.61,0.23,0,0.435,0.0061,No
HH0000138,Kurunegala,North-western,Rural,6,0,6,152373.97,1,6,2,1,0,4,1,1,0,17.2,4.2,2524.29,-0.057,0.221,-0.314,-0.05,0.51,0.36,0,0.281,0.037,No
HH0000139,Matale,Central,Rural,5,0,5,75242.09,0,3,3,1,0,3,1,1,0,17.8,3.8,3073.16,0.043,-0.288,-0.093,-0.113,0.68,0.2,0,0.488,0.1652,No
HH0000140,Kegalle,Sabaragamuwa,Rural,6,0,6,132104.68,0,8,1,0,1,8,1,1,0,12.7,3.7,2586.87,-0.025,0.034,-0.226,-0.072,0.57,0.22,1,-0.101,0.1616,No
HH0000141,Kegalle,Sabaragamuwa,Rural,4,0,4,131795.07,0,1,2,2,0,6,0,1,0,16.3,6.1,2413.91,-0.025,0.034,-0.226,-0.072,0.59,0.32,1,-0.101,0.0918,No
HH0000142,Kalutara,Western,Semi-Urban,2,0,2,206270.97,0,1,0,0,0,4,1,1,1,29.1,7.8,2628.83,0.024,0.114,0.232,0.123,0.54,0.38,0,0.097,0.0059,No
HH0000143,Hambantota,Southern,Rural,2,0,2,194519.0,0,3,3,0,1,1,1,1,0,10.0,6.0,2832.44,0.166,-0.112,0.131,0.062,0.4,0.09,0,0.435,0.0779,No
HH0000144,Kandy,Central,Semi-Urban,5,0,5,106461.54,0,1,0,0,0,3,1,1,0,25.0,7.6,2888.4,-0.018,0.197,-0.178,0.0,0.66,0.15,0,0.028,0.0422,No
HH0000145,Kandy,Central,Semi-Urban,2,0,2,175212.27,0,2,0,0,0,0,1,1,0,17.7,8.1,2658.75,-0.018,0.197,-0.178,0.0,0.7,0.09,0,0.028,0.0308,No
HH0000146,Colombo,Western,Urban,3,0,3,353608.65,1,4,2,0,0,4,1,1,0,25.0,11.3,4876.72,0.076,0.151,-0.016,0.07,0.8,0.5,1,0.565,0.7417,Yes
HH0000147,Ampara,Eastern,Rural,6,0,6,144530.02,2,7,2,0,0,5,1,1,0,15.9,4.5,2899.74,0.259,0.17,-0.182,0.082,0.6,0.3,1,0.229,0.2465,No
HH0000148,Hambantota,Southern,Rural,4,0,4,139991.58,0,5,2,0,0,2,1,1,0,12.5,4.8,2833.47,0.166,-0.112,0.131,0.062,0.65,0.18,1,0.435,0.2477,No
HH0000149,Colombo,Western,Urban,6,0,6,252014.56,2,7,0,2,1,3,1,1,1,20.2,8.0,5580.98,0.076,0.151,-0.016,0.07,0.89,0.5,0,0.565,0.4219,No
HH0000150,Kalutara,Western,Semi-Urban,6,0,6,134301.29,0,2,3,1,1,10,1,0,0,19.6,7.7,2803.7,0.024,0.114,0.232,0.123,0.65,0.31,1,0.097,0.1,No
HH0000151,Ratnapura,Sabaragamuwa,Rural,5,0,5,120786.01,2,3,2,0,1,5,1,1,1,15.5,5.0,2630.32,-0.001,-0.143,0.386,0.081,0.61,0.26,0,0.176,0.0191,No
HH0000152,Kalutara,Western,Semi-Urban,2,0,2,139403.8,0,1,0,1,0,3,1,1,0,21.8,7.8,2383.11,0.024,0.114,0.232,0.123,0.69,0.31,0,0.097,0.009,No
HH0000153,Gampaha,Western,Urban,2,0,2,210242.43,0,1,1,0,0,1,1,1,0,25.0,10.1,4572.32,0.287,0.311,0.328,0.309,0.71,0.49,1,0.327,0.5558,Yes
HH0000154,Matara,Southern,Semi-Urban,4,0,4,135796.49,0,6,3,0,0,3,1,1,0,22.5,6.3,2748.66,-0.062,-0.083,-0.003,-0.049,0.59,0.15,0,-0.099,0.0331,No
HH0000155,Kegalle,Sabaragamuwa,Rural,5,0,5,163521.3,1,4,1,1,0,3,1,1,0,11.4,2.9,2376.33,-0.025,0.034,-0.226,-0.072,0.53,0.22,0,-0.101,0.0285,No
HH0000156,Kalutara,Western,Semi-Urban,2,0,2,114546.84,0,1,3,1,0,3,1,1,1,22.9,6.5,2506.54,0.024,0.114,0.232,0.123,0.53,0.34,0,0.097,0.0045,No
HH0000157,Kurunegala,North-western,Rural,5,0,5,88682.56,0,4,0,3,1,5,1,1,0,14.0,3.2,2465.44,-0.057,0.221,-0.314,-0.05,0.58,0.06,0,0.281,0.034,No
HH0000158,Puttalam,North-western,Rural,1,0,1,242256.02,0,0,1,0,0,1,1,1,0,15.4,4.5,2340.13,0.219,-0.003,-0.27,-0.018,0.62,0.32,0,0.544,0.0228,No
HH0000159,Kalutara,Western,Semi-Urban,2,0,2,228985.43,0,1,1,0,0,1,1,1,0,25.0,5.5,2554.83,0.024,0.114,0.232,0.123,0.56,0.21,0,0.097,0.0133,No
HH0000160,Kurunegala,North-western,Rural,3,0,3,141979.29,0,6,0,0,0,2,1,1,0,14.8,5.4,3100.75,-0.057,0.221,-0.314,-0.05,0.53,0.07,0,0.281,0.1592,No
HH0000161,Matale,Central,Rural,6,0,6,143335.11,0,10,5,3,0,5,1,0,0,20.9,5.1,2473.16,0.043,-0.288,-0.093,-0.113,0.52,0.25,0,0.488,0.0321,No
HH0000162,Ampara,Eastern,Rural,4,0,4,160789.37,0,5,1,1,0,6,1,1,1,15.6,4.8,2555.79,0.259,0.17,-0.182,0.082,0.66,0.16,0,0.229,0.0164,No
HH0000163,Ampara,Eastern,Rural,1,0,1,161860.48,0,1,0,1,0,1,1,1,0,21.1,6.7,2525.55,0.259,0.17,-0.182,0.082,0.45,0.14,1,0.229,0.0789,No
HH0000164,Jaffna,Northern,Semi-Urban,1,0,1,50932.57,0,1,0,1,0,1,1,1,1,15.6,6.3,3156.88,0.064,0.05,-0.159,-0.015,0.65,0.14,0,0.341,0.0366,No
HH0000165,Colombo,Western,Urban,5,0,5,172338.06,1,8,0,0,0,1,1,1,1,21.2,6.9,5594.07,0.076,0.151,-0.016,0.07,0.81,0.41,0,0.565,0.3935,No
HH0000166,Polonnaruwa,North-central,Rural,1,0,1,198420.58,0,0,0,0,0,0,1,0,0,21.8,6.6,2752.36,-0.134,-0.014,-0.243,-0.13,0.54,0.27,0,0.203,0.0743,No
HH0000167,Kandy,Central,Semi-Urban,4,0,4,152623.13,0,3,1,0,0,3,1,1,0,25.0,6.6,2784.71,-0.018,0.197,-0.178,0.0,0.8,0.3,0,0.028,0.0386,No
HH0000168,Gampaha,Western,Urban,4,0,4,237858.72,0,2,1,0,0,8,1,1,1,29.7,10.2,5640.95,0.287,0.311,0.328,0.309,0.93,0.48,0,0.327,0.2825,No
HH0000169,Colombo,Western,Urban,2,0,2,221682.35,1,0,1,1,0,0,1,1,0,20.1,6.8,4085.02,0.076,0.151,-0.016,0.07,0.87,0.68,0,0.565,0.3165,No
HH0000170,Batticaloa,Eastern,Rural,2,0,2,39054.45,0,2,0,0,1,2,1,1,0,18.1,5.1,1924.98,0.248,-0.029,-0.129,0.03,0.6,0.05,1,0.192,0.0075,No
HH0000171,Kurunegala,North-western,Rural,2,0,2,122159.64,1,1,1,0,0,1,1,1,0,11.9,4.2,2484.61,-0.057,0.221,-0.314,-0.05,0.56,0.2,0,0.281,0.0389,No
HH0000172,Colombo,Western,Urban,1,0,1,280893.39,0,1,0,1,0,1,1,1,1,23.2,6.3,5156.48,0.076,0.151,-0.016,0.07,0.81,0.4,1,0.565,0.6055,Yes
HH0000173,Hambantota,Southern,Rural,5,0,5,164114.76,0,7,6,0,0,7,1,1,0,17.3,2.8,2616.28,0.166,-0.112,0.131,0.062,0.69,0.22,0,0.435,0.048,No
HH0000174,Kalutara,Western,Semi-Urban,1,0,1,157269.26,1,1,0,0,0,2,1,1,0,22.0,8.2,1962.41,0.024,0.114,0.232,0.123,0.58,0.33,0,0.097,0.0013,No
HH0000175,Trincomalee,Eastern,Rural,6,0,6,93315.07,0,7,4,3,0,2,1,1,0,21.3,4.1,2479.34,-0.027,0.101,-0.064,0.003,0.5,0.22,0,0.2,0.0248,No
HH0000176,Gampaha,Western,Urban,1,0,1,211376.91,0,2,0,0,0,2,1,1,1,26.6,10.9,5036.13,0.287,0.311,0.328,0.309,0.8,0.43,0,0.327,0.1949,No
HH0000177,Kurunegala,North-western,Rural,6,0,6,133352.28,1,5,2,4,0,9,1,1,0,14.4,3.9,2000.04,-0.057,0.221,-0.314,-0.05,0.58,0.0,0,0.281,0.0053,No
HH0000178,Nuwara Eliya,Central,Rural,4,0,4,117236.61,0,8,1,0,0,5,1,1,0,24.8,5.2,3064.08,0.196,0.013,-0.27,-0.02,0.58,0.16,0,0.303,0.1136,No
HH0000179,Ratnapura,Sabaragamuwa,Rural,6,0,6,111075.55,0,7,5,3,0,5,1,0,1,21.2,5.1,2619.56,-0.001,-0.143,0.386,0.081,0.69,0.06,1,0.176,0.0543,No
HH0000180,Gampaha,Western,Urban,7,0,7,153919.75,1,8,4,1,0,6,1,1,0,25.0,8.9,4845.65,0.287,0.311,0.328,0.309,0.94,0.5,1,0.327,0.6663,Yes
HH0000181,Kandy,Central,Semi-Urban,5,0,5,98604.05,0,8,0,0,0,6,1,1,1,22.8,6.3,2534.35,-0.018,0.197,-0.178,0.0,0.77,0.4,1,0.028,0.0253,No
HH0000182,Gampaha,Western,Urban,3,0,3,218370.93,0,6,0,0,0,4,1,1,1,19.9,10.0,4769.01,0.287,0.311,0.328,0.309,0.87,0.5,0,0.327,0.2014,No
HH0000183,Ratnapura,Sabaragamuwa,Rural,3,0,3,115422.76,1,4,2,0,0,2,1,1,1,20.1,6.8,2690.79,-0.001,-0.143,0.386,0.081,0.56,0.15,0,0.176,0.019,No
HH0000184,Badulla,Uva,Rural,3,0,3,190506.64,0,1,1,0,0,1,1,1,0,18.8,2.3,2038.99,0.096,0.056,-0.215,-0.021,0.53,0.21,0,0.285,0.0052,No
HH0000185,Kalutara,Western,Semi-Urban,5,0,5,167649.35,0,9,2,1,0,5,1,1,0,25.0,9.2,2732.5,0.024,0.114,0.232,0.123,0.51,0.14,1,0.097,0.0653,No
HH0000186,Kurunegala,North-western,Rural,2,0,2,163810.0,1,2,1,1,0,1,1,1,0,14.7,4.1,2627.49,-0.057,0.221,-0.314,-0.05,0.59,0.04,1,0.281,0.1702,No
HH0000187,Anuradhapura,North-central,Rural,4,0,4,120202.69,0,5,1,2,1,2,1,1,0,17.8,4.4,2391.61,-0.166,-0.084,0.269,0.006,0.64,0.13,0,-0.263,0.0239,No
HH0000188,Kilinochchi,Northern,Rural,4,0,4,61708.49,0,8,1,1,0,2,1,1,0,17.0,7.4,3001.94,0.23,0.157,-0.148,0.08,0.68,0.29,0,0.028,0.1048,No
HH0000189,Jaffna,Northern,Semi-Urban,2,0,2,130158.84,0,2,1,0,0,3,1,0,0,25.0,9.1,2090.89,0.064,0.05,-0.159,-0.015,0.71,0.29,0,0.341,0.0033,No
HH0000190,Kalutara,Western,Semi-Urban,7,0,7,158306.25,2,8,1,1,1,10,1,1,1,23.4,8.6,2073.74,0.024,0.114,0.232,0.123,0.46,0.32,0,0.097,0.0008,No
HH0000191,Colombo,Western,Urban,1,0,1,198510.92,0,0,1,0,0,1,1,1,1,22.3,12.4,4906.42,0.076,0.151,-0.016,0.07,0.86,0.37,0,0.565,0.286,No
HH0000192,Monaragala,Uva,Rural,2,0,2,111833.69,0,3,3,0,0,0,1,1,0,14.6,6.7,2684.26,-0.059,0.046,0.226,0.071,0.51,0.26,0,0.309,0.0501,No
HH0000193,Monaragala,Uva,Rural,3,0,3,87131.49,0,5,1,0,1,3,1,1,0,21.0,3.6,2116.63,-0.059,0.046,0.226,0.071,0.65,0.15,1,0.309,0.0206,No
HH0000194,Ampara,Eastern,Rural,5,0,5,193125.29,0,10,2,0,0,2,1,1,0,20.1,5.6,3047.76,0.259,0.17,-0.182,0.082,0.67,0.18,0,0.229,0.119,No
HH0000195,Kandy,Central,Semi-Urban,8,0,8,135069.89,2,10,3,4,1,6,1,1,0,24.5,5.3,2521.46,-0.018,0.197,-0.178,0.0,0.75,0.25,0,0.028,0.0175,No
HH0000196,Matale,Central,Rural,3,0,3,122310.58,0,6,3,1,0,1,1,1,0,20.5,5.7,1957.29,0.043,-0.288,-0.093,-0.113,0.48,0.19,0,0.488,0.0036,No
HH0000197,Kurunegala,North-western,Rural,1,0,1,133639.6,0,2,0,0,0,1,1,1,0,14.2,4.9,2772.1,-0.057,0.221,-0.314,-0.05,0.63,0.22,0,0.281,0.0883,No
HH0000198,Monaragala,Uva,Rural,2,0,2,120731.61,1,0,1,0,0,1,1,1,0,16.9,5.3,2682.22,-0.059,0.046,0.226,0.071,0.66,0.34,0,0.309,0.0543,No
HH0000199,Monaragala,Uva,Rural,1,0,1,203418.11,0,1,0,0,0,1,1,1,0,18.0,4.7,2475.97,-0.059,0.046,0.226,0.071,0.61,0.08,0,0.309,0.0283,No
HH0000200,Anuradhapura,North-central,Rural,1,0,1,181584.94,0,1,1,0,0,1,1,1,0,20.5,4.5,2434.24,-0.166,-0.084,0.269,0.006,0.6,0.2,0,-0.263,0.0255,No
HH0000201,Trincomalee,Eastern,Rural,1,0,1,41272.27,0,2,1,0,0,0,1,1,0,15.6,4.9,2963.96,-0.027,0.101,-0.064,0.003,0.5,0.1,0,0.2,0.0887,No
HH0000202,Colombo,Western,Urban,4,0,4,169905.74,0,5,4,0,2,4,1,1,0,24.5,10.1,5641.61,0.076,0.151,-0.016,0.07,0.88,0.57,0,0.565,0.6179,Yes
HH0000203,Gampaha,Western,Urban,4,0,4,179477.98,2,0,1,2,0,6,1,1,1,34.1,10.4,3318.2,0.287,0.311,0.328,0.309,0.64,0.31,0,0.327,0.0199,No
HH0000204,Monaragala,Uva,Rural,5,0,5,97268.63,0,4,5,1,0,4,1,1,0,15.7,4.4,2627.32,-0.059,0.046,0.226,0.071,0.7,0.4,0,0.309,0.0489,No
HH0000205,Ampara,Eastern,Rural,3,0,3,131609.99,0,3,0,2,1,3,1,0,0,16.4,5.0,2863.78,0.259,0.17,-0.182,0.082,0.55,0.1,0,0.229,0.0773,No
HH0000206,Colombo,Western,Urban,4,0,4,410967.7,1,5,3,0,0,8,1,1,1,26.7,8.0,4790.24,0.076,0.151,-0.016,0.07,0.82,0.43,0,0.565,0.2401,No
HH0000207,Colombo,Western,Urban,3,0,3,518603.59,0,4,1,2,0,5,1,1,0,22.1,9.4,5322.31,0.076,0.151,-0.016,0.07,0.84,0.36,0,0.565,0.5816,Yes
HH0000208,Kurunegala,North-western,Rural,7,0,7,205474.39,5,3,1,2,3,1,1,1,0,19.0,4.0,1990.75,-0.057,0.221,-0.314,-0.05,0.55,0.06,0,0.281,0.0044,No
HH0000209,Colombo,Western,Urban,3,0,3,207476.65,1,3,2,2,0,3,1,1,0,25.0,7.4,4720.71,0.076,0.151,-0.016,0.07,0.9,0.48,0,0.565,0.447,No
HH0000210,Gampaha,Western,Urban,5,0,5,314111.98,2,5,1,1,0,4,1,1,0,25.0,10.3,3829.25,0.287,0.311,0.328,0.309,0.87,0.5,0,0.327,0.1594,No
HH0000211,Jaffna,Northern,Semi-Urban,4,0,4,93077.86,0,5,1,0,0,4,1,1,0,14.7,7.4,1833.91,0.064,0.05,-0.159,-0.015,0.6,0.28,0,0.341,0.001,No
HH0000212,Kurunegala,North-western,Rural,8,0,8,172799.78,0,12,1,3,1,4,1,1,0,12.6,3.7,2259.31,-0.057,0.221,-0.314,-0.05,0.75,0.04,0,0.281,0.0213,No
HH0000213,Trincomalee,Eastern,Rural,5,0,5,79767.78,0,6,5,0,0,5,1,1,0,12.4,4.0,2916.77,-0.027,0.101,-0.064,0.003,0.34,0.23,0,0.2,0.0853,No
HH0000214,Kalutara,Western,Semi-Urban,8,0,8,267350.16,0,10,2,1,1,3,1,1,0,16.3,7.5,2479.47,0.024,0.114,0.232,0.123,0.6,0.3,1,0.097,0.0446,No
HH0000215,Kurunegala,North-western,Rural,6,0,6,132841.95,0,5,1,0,0,2,1,1,0,12.5,3.5,2376.93,-0.057,0.221,-0.314,-0.05,0.77,0.04,0,0.281,0.0332,No
HH0000216,Kalutara,Western,Semi-Urban,1,0,1,253139.52,0,1,0,0,0,1,1,1,1,19.5,9.3,2578.99,0.024,0.114,0.232,0.123,0.6,0.37,0,0.097,0.0071,No
HH0000217,Kandy,Central,Semi-Urban,4,0,4,27263.07,0,5,3,0,1,6,1,1,0,25.0,8.9,2926.78,-0.018,0.197,-0.178,0.0,0.65,0.26,0,0.028,0.0331,No
HH0000218,Puttalam,North-western,Rural,10,0,10,177833.69,0,14,8,3,0,11,1,1,0,18.3,5.9,3078.05,0.219,-0.003,-0.27,-0.018,0.7,0.09,1,0.544,0.3805,No
HH0000219,Trincomalee,Eastern,Rural,1,0,1,30712.97,0,1,0,0,0,0,1,1,0,17.7,3.9,2760.62,-0.027,0.101,-0.064,0.003,0.57,0.32,1,0.2,0.1511,No
HH0000220,Badulla,Uva,Rural,4,0,4,127069.88,0,3,0,0,1,1,1,1,0,18.6,6.0,2532.26,0.096,0.056,-0.215,-0.021,0.56,0.16,0,0.285,0.0361,No
HH0000221,Trincomalee,Eastern,Rural,7,0,7,80229.35,0,4,2,2,1,4,0,1,0,25.0,5.6,2591.79,-0.027,0.101,-0.064,0.003,0.51,0.31,0,0.2,0.0314,No
HH0000222,Vavuniya,Northern,Rural,5,0,5,134428.88,0,5,2,2,0,4,1,1,0,13.6,5.6,2776.09,-0.184,0.025,-0.074,-0.078,0.48,0.2,0,0.303,0.0826,No
HH0000223,Colombo,Western,Urban,4,0,4,321648.59,1,2,3,0,0,4,1,1,1,24.6,8.6,5411.27,0.076,0.151,-0.016,0.07,0.85,0.36,0,0.565,0.3584,No
HH0000224,Matale,Central,Rural,4,0,4,100354.94,0,2,3,1,0,1,1,1,0,23.9,3.5,3106.51,0.043,-0.288,-0.093,-0.113,0.6,0.34,1,0.488,0.3637,No
HH0000225,Kalutara,Western,Semi-Urban,4,0,4,155389.91,1,6,2,1,0,3,1,1,1,28.3,5.8,2752.34,0.024,0.114,0.232,0.123,0.67,0.32,1,0.097,0.0309,No
HH0000226,Kalutara,Western,Semi-Urban,6,0,6,181055.67,0,5,2,1,1,3,1,1,0,24.7,6.3,2434.32,0.024,0.114,0.232,0.123,0.54,0.36,1,0.097,0.0283,No
HH0000227,Kegalle,Sabaragamuwa,Rural,1,0,1,72844.59,0,1,1,0,1,2,0,1,0,14.9,3.5,1996.48,-0.025,0.034,-0.226,-0.072,0.46,0.18,0,-0.101,0.0044,No
HH0000228,Nuwara Eliya,Central,Rural,5,0,5,132208.62,0,4,4,0,0,3,1,1,0,20.3,7.4,3020.98,0.196,0.013,-0.27,-0.02,0.68,0.22,0,0.303,0.1298,No
HH0000229,Monaragala,Uva,Rural,4,0,4,33793.76,0,2,3,1,0,4,1,1,0,17.8,4.2,2407.23,-0.059,0.046,0.226,0.071,0.57,0.28,0,0.309,0.0163,No
HH0000230,Ampara,Eastern,Rural,3,0,3,148062.87,0,4,3,0,0,2,1,1,0,20.4,7.0,1796.11,0.259,0.17,-0.182,0.082,0.54,0.15,0,0.229,0.0011,No
HH0000231,Anuradhapura,North-central,Rural,4,0,4,57710.24,0,5,1,1,0,2,1,1,0,13.3,4.9,3028.34,-0.166,-0.084,0.269,0.006,0.58,0.33,0,-0.263,0.1235,No
HH0000232,Hambantota,Southern,Rural,2,0,2,225021.2,0,4,1,1,0,0,1,1,0,14.5,5.3,2772.18,0.166,-0.112,0.131,0.062,0.56,0.27,0,0.435,0.0707,No
HH0000233,Mullaitivu,Northern,Rural,1,0,1,135291.85,0,2,2,0,0,2,1,1,0,10.8,4.5,2738.43,-0.205,-0.053,-0.209,-0.156,0.67,0.21,0,0.26,0.1088,No
HH0000234,Matara,Southern,Semi-Urban,4,0,4,161960.16,0,5,0,3,1,1,1,1,0,21.3,3.6,3998.95,-0.062,-0.083,-0.003,-0.049,0.67,0.06,0,-0.099,0.2846,No
HH0000235,Gampaha,Western,Urban,5,0,5,222092.18,0,3,2,0,0,4,1,1,1,30.0,8.0,4881.3,0.287,0.311,0.328,0.309,0.8,0.36,1,0.327,0.3938,No
HH0000236,Kurunegala,North-western,Rural,4,0,4,78688.78,0,7,4,1,0,5,1,1,0,17.6,5.7,2194.96,-0.057,0.221,-0.314,-0.05,0.55,0.02,0,0.281,0.0108,No
HH0000237,Kalutara,Western,Semi-Urban,1,0,1,221310.38,0,2,1,0,0,0,1,1,1,27.0,7.5,2659.51,0.024,0.114,0.232,0.123,0.53,0.41,0,0.097,0.0068,No
HH0000238,Colombo,Western,Urban,1,0,1,234184.16,0,1,1,0,0,1,1,1,1,23.2,10.6,5533.9,0.076,0.151,-0.016,0.07,0.86,0.56,0,0.565,0.386,No
HH0000239,Trincomalee,Eastern,Rural,2,0,2,112283.72,0,1,0,0,0,2,1,1,0,23.7,4.8,2279.44,-0.027,0.101,-0.064,0.003,0.49,0.25,0,0.2,0.0115,No
HH0000240,Gampaha,Western,Urban,4,0,4,161919.49,0,3,2,0,0,2,1,1,1,33.9,7.7,4802.37,0.287,0.311,0.328,0.309,0.77,0.62,0,0.327,0.134,No
HH0000241,Ratnapura,Sabaragamuwa,Rural,1,0,1,88502.76,0,0,0,1,0,0,1,1,1,21.8,4.2,2655.34,-0.001,-0.143,0.386,0.081,0.7,0.25,0,0.176,0.0182,No
HH0000242,Ratnapura,Sabaragamuwa,Rural,3,0,3,112975.68,1,2,0,1,0,2,1,1,0,14.9,5.7,2259.91,-0.001,-0.143,0.386,0.081,0.58,0.3,0,0.176,0.013,No
HH0000243,Ratnapura,Sabaragamuwa,Rural,4,0,4,63984.09,2,6,1,1,0,4,1,1,0,17.4,4.2,1768.1,-0.001,-0.143,0.386,0.081,0.78,0.28,0,0.176,0.0011,No
HH0000244,Matale,Central,Rural,8,0,8,125131.99,0,3,2,1,1,7,1,1,0,15.3,6.5,3023.72,0.043,-0.288,-0.093,-0.113,0.36,0.25,0,0.488,0.1287,No
HH0000245,Colombo,Western,Urban,1,0,1,222982.78,1,1,0,0,0,1,1,1,0,25.0,9.7,4980.59,0.076,0.151,-0.016,0.07,0.8,0.57,0,0.565,0.4793,No
HH0000246,Ratnapura,Sabaragamuwa,Rural,11,0,11,78671.54,1,10,3,2,0,8,1,1,0,20.6,4.1,2407.24,-0.001,-0.143,0.386,0.081,0.75,0.26,1,0.176,0.0685,No
HH0000247,Galle,Southern,Semi-Urban,4,0,4,164530.92,0,4,1,1,0,7,1,1,0,18.6,3.6,3244.0,0.033,-0.026,-0.139,-0.044,0.68,0.17,0,0.346,0.1157,No
HH0000248,Kegalle,Sabaragamuwa,Rural,4,0,4,147158.01,0,6,2,3,0,4,1,1,0,13.6,4.6,2300.58,-0.025,0.034,-0.226,-0.072,0.54,0.05,0,-0.101,0.0203,No
HH0000249,Kegalle,Sabaragamuwa,Rural,1,0,1,180181.02,0,0,1,0,0,0,1,1,0,13.1,5.9,2066.87,-0.025,0.034,-0.226,-0.072,0.62,0.17,1,-0.101,0.0275,No
HH0000250,Badulla,Uva,Rural,6,0,6,163459.09,1,7,1,0,1,5,1,1,0,19.3,4.9,2200.43,0.096,0.056,-0.215,-0.021,0.59,0.27,0,0.285,0.0113,No
HH0000251,Kandy,Central,Semi-Urban,2,0,2,194533.18,1,0,1,0,0,0,1,1,0,25.0,9.9,3035.66,-0.018,0.197,-0.178,0.0,0.68,0.3,0,0.028,0.0624,No
HH0000252,Nuwara Eliya,Central,Rural,5,0,5,72607.0,0,6,5,0,0,5,1,1,0,19.9,7.9,2594.75,0.196,0.013,-0.27,-0.02,0.47,0.21,0,0.303,0.0359,No
HH0000253,Badulla,Uva,Rural,7,0,7,138109.3,0,12,5,0,0,8,1,1,0,20.9,3.0,2317.17,0.096,0.056,-0.215,-0.021,0.46,0.28,0,0.285,0.0149,No
HH0000254,Kandy,Central,Semi-Urban,2,0,2,213503.48,1,4,1,0,0,4,1,1,0,19.9,8.2,2204.46,-0.018,0.197,-0.178,0.0,0.71,0.2,0,0.028,0.0062,No
HH0000255,Gampaha,Western,Urban,4,0,4,251231.97,0,4,1,1,0,8,1,1,1,23.9,10.1,4916.71,0.287,0.311,0.328,0.309,0.74,0.48,0,0.327,0.1836,No
HH0000256,Kilinochchi,Northern,Rural,4,0,4,104359.94,0,8,6,0,0,1,1,0,0,22.5,7.1,2542.84,0.23,0.157,-0.148,0.08,0.51,0.14,0,0.028,0.0263,No
HH0000257,Ratnapura,Sabaragamuwa,Rural,2,0,2,99789.19,1,4,0,1,1,4,1,1,1,11.8,5.4,2873.67,-0.001,-0.143,0.386,0.081,0.59,0.08,0,0.176,0.0383,No
HH0000258,Kurunegala,North-western,Rural,4,0,4,122226.84,0,4,1,0,0,0,1,1,0,14.3,4.0,2408.42,-0.057,0.221,-0.314,-0.05,0.73,0.0,0,0.281,0.0334,No
HH0000259,Vavuniya,Northern,Rural,5,0,5,141300.48,0,5,3,0,0,7,1,1,0,4.8,4.4,1886.3,-0.184,0.025,-0.074,-0.078,0.56,0.19,1,0.303,0.0127,No
HH0000260,Colombo,Western,Urban,2,0,2,283427.95,0,4,0,1,1,2,1,1,1,33.5,10.3,4857.54,0.076,0.151,-0.016,0.07,0.88,0.64,0,0.565,0.2264,No
HH0000261,Ampara,Eastern,Rural,4,0,4,181919.02,0,4,1,0,0,5,1,1,0,17.2,6.3,2086.12,0.259,0.17,-0.182,0.082,0.59,0.16,0,0.229,0.006,No
HH0000262,Kegalle,Sabaragamuwa,Rural,5,0,5,178747.18,0,5,0,0,1,2,1,1,1,16.5,5.2,2279.95,-0.025,0.034,-0.226,-0.072,0.45,0.17,1,-0.101,0.0217,No
HH0000263,Gampaha,Western,Urban,6,0,6,267819.27,0,5,2,1,0,3,1,1,1,28.1,8.0,4376.01,0.287,0.311,0.328,0.309,0.82,0.49,0,0.327,0.1152,No
HH0000264,Hambantota,Southern,Rural,2,0,2,105738.67,0,2,1,1,0,2,1,1,0,13.0,5.3,2316.7,0.166,-0.112,0.131,0.062,0.57,0.18,0,0.435,0.0174,No
HH0000265,Badulla,Uva,Rural,2,0,2,75088.28,0,1,2,0,0,1,1,1,0,20.6,5.3,3383.55,0.096,0.056,-0.215,-0.021,0.4,0.02,0,0.285,0.1765,No
HH0000266,Kurunegala,North-western,Rural,4,0,4,167481.61,1,5,2,0,3,4,1,1,0,17.3,3.9,2167.52,-0.057,0.221,-0.314,-0.05,0.56,0.06,0,0.281,0.0107,No
